#{"t_start": 1774175377.4993713, "env_id": "None"}
r,l,t
-21.92053,24,1380.939778
-26.572946,181,1401.353071
-20.44202,45,1408.157712
-21.301872,66,1417.06296
-21.488779,45,1423.867125
-35.573032,92,1435.374663
-25.673286,37,1441.377541
-18.596829,12,1444.879321
-23.700057,59,1453.084319
-81.740722,272,1482.603336
-22.390015,34,1488.3065
-27.346461,83,1498.912004
-38.648873,155,1516.723031
-16.547139,7,1519.726403
26.003438,84,1530.431906
-17.880238,25,1535.233743
-20.35168,38,1541.336806
-20.306076,30,1546.642208
-44.064746,230,1571.956537
-33.875188,155,1589.76753
-19.04568,14,1593.471594
-27.501342,47,1600.776757
-27.52891,59,1608.980253
-17.946857,16,1612.882662
-27.699982,97,1624.890129
-20.625373,21,1629.293991
-58.57139,170,1648.603679
-28.654709,51,1656.309532
-31.546742,142,1672.820468
-21.651639,24,1677.525384
-37.708326,141,1693.940282
-26.139302,83,1704.548658
-23.560489,90,1715.854615
-23.157326,21,1720.256555
-21.07042,86,1731.162549
-30.404558,76,1741.070592
-23.642443,61,1749.475275
-23.42685,33,1755.076827
-40.403253,118,1769.18759
-20.378668,46,1776.089714
-21.718595,95,1788.197398
-20.475305,26,1793.101214
-33.914726,144,1809.810189
-19.79866,37,1815.813805
-16.708241,9,1819.015568
-21.612618,96,1830.922588
-23.693646,57,1838.92837
-27.191113,106,1851.836874
-20.240539,33,1857.441587
-26.531975,78,1867.546796
-22.803586,24,1872.248593
-32.83638,166,1891.461702
-17.663272,7,1894.463947
-21.464733,25,1899.266622
-29.830809,59,1907.471429
-16.999032,8,1910.574918
-18.537487,44,1917.278876
-76.015122,246,1944.194465
-35.763018,94,1955.901911
-38.65513,93,1967.509781
-28.850176,62,1976.015955
-25.170019,144,1992.725597
-66.488772,261,2021.14368
-29.370483,78,2031.248166
-17.369516,7,2034.249713
-27.768719,134,2049.961113
-30.286724,83,2060.56777
-24.792587,97,2072.574662
-20.406391,51,2079.977689
-19.491743,30,2085.28254
-20.720579,49,2092.486854
-73.730863,311,2125.907101
-20.905569,41,2132.311864
-16.50778,8,2135.414793
-18.487148,11,2138.816234
-19.419988,19,2143.019305
-19.136826,32,2148.523954
-16.770869,5,2151.3279
-32.088236,65,2160.129791
-65.454531,334,2195.852725
-24.304133,66,2204.757588
-23.470145,53,2212.361738
-104.72092,372,2251.888962
-18.992913,29,2257.092876
-22.241643,93,2268.700644
-29.941336,94,2280.41095
26.451673,71,2289.800799
-44.269258,120,2304.113875
-23.825085,28,2309.215308
-28.988121,66,2318.121829
-29.606886,80,2328.430274
-17.713526,45,2335.235276
-21.869414,26,2340.139649
-17.322654,8,2343.242766
-24.438846,31,2348.645762
-27.25035,44,2355.350038
-55.685071,188,2376.469277
-24.7827,36,2382.374894
-18.180343,8,2385.477858
-57.193166,170,2404.795997
-22.94273,33,2410.401973
-25.50293,117,2424.422651
-28.432039,54,2432.134336
-17.399515,12,2435.937017
-23.657033,93,2447.550011
-21.178178,19,2451.753947
-24.562875,37,2457.760161
-22.841134,50,2465.066231
-31.90605,55,2472.875792
-37.25953,500,2525.208442
-20.105484,52,2532.714133
-39.385135,211,2556.128063
-20.147103,39,2562.334079
-37.235596,161,2580.847203
-45.804638,115,2594.657951
-20.024032,35,2600.461799
-27.00308,61,2608.867786
-37.631273,69,2618.076753
-33.278655,73,2627.683267
-18.807581,32,2633.192217
-59.449011,185,2654.305558
-22.223367,60,2662.610773
-21.990256,22,2667.114878
-19.220519,30,2672.418838
-20.818969,93,2684.327859
-21.846509,47,2691.332345
-33.455188,81,2701.740377
-22.597161,39,2707.925104
-43.331453,171,2727.338356
-17.545626,10,2730.641647
-71.56414,348,2768.064177
-48.22404,236,2793.980665
-19.842208,16,2797.883962
-60.769831,238,2824.00174
-63.060289,255,2851.820127
-20.028891,16,2855.7235
-60.606304,500,2908.055648
-81.280922,444,2954.7861
-47.45364,174,2974.49993
-17.11324,6,2977.402937
-9.230221,434,3023.131221
-39.581786,500,3075.464575
-97.135636,500,3127.799946
25.003499,108,3140.90938
-79.88236,500,3193.245814
23.601276,183,3213.86217
-20.291339,26,3219.367027
-50.755032,500,3271.700103
-24.167918,87,3282.687492
-49.466145,500,3335.041845
-23.444953,104,3347.750813
-17.201587,14,3351.45406
-56.697643,500,3403.788115
-42.524609,315,3437.612824
-18.368033,9,3440.816804
-63.485095,500,3493.151295
-40.873821,257,3521.168996
-25.317919,499,3573.403624
24.615129,160,3591.716859
-0.91476,408,3634.845116
-40.651764,152,3652.356431
24.627862,223,3676.971606
-6.027791,476,3726.903609
21.172583,178,3747.017226
-49.144242,192,3768.532495
16.512379,208,3791.646546
24.341361,156,3809.538743
26.224514,154,3827.2513
-36.955684,184,3848.265045
-70.676082,489,3899.499279
-25.042811,76,3909.406404
-30.559733,320,3943.728545
-18.521748,27,3948.733452
-27.587299,103,3961.341613
22.900325,185,3982.138925
-22.997654,35,3987.946347
17.94207,287,4018.989888
-67.704125,358,4057.126017
22.33719,192,4078.641965
-17.551185,16,4082.542722
-19.339321,85,4093.350718
-64.03019,401,4135.776953
28.39271,144,4152.485051
25.99362,234,4178.20082
-19.521089,21,4182.604542
-19.690868,24,4187.30678
-20.001491,120,4201.61676
21.394423,210,4224.932413
-18.917155,71,4234.339014
28.890068,123,4248.947247
30.249809,93,4260.555261
28.204811,75,4270.360363
-71.175001,500,4322.69231
-58.475066,500,4375.024871
-18.336909,22,4379.527777
-138.694383,500,4432.161715
-23.39256,245,4458.978249
-15.672244,158,4477.090745
27.479029,358,4515.21498
22.784864,166,4534.126655
-4.419159,444,4580.85671
16.305425,167,4599.872114
-20.683906,23,4604.475353
-15.340365,47,4611.480444
17.932446,164,4630.19187
19.403774,225,4655.010381
-17.814331,223,4679.629031
24.513727,219,4703.843131
18.650578,421,4748.27457
-21.202405,86,4759.18155
-29.306968,317,4793.205289
-86.160579,500,4845.538282
12.352337,391,4886.966149
-36.152304,218,4911.082076
28.148382,53,4918.6865
-45.310773,196,4940.599601
27.425004,110,4954.207375
-17.698188,16,4958.109646
-18.403841,25,4962.912896
28.688545,190,4984.226952
-21.692505,26,4989.12985
-19.459107,17,4993.133363
-23.655825,96,5005.041626
21.774114,347,5042.065228
-72.355968,500,5094.400975
-17.425842,23,5099.005759
-25.336901,142,5115.518512
-54.161047,134,5131.23399
26.455062,87,5142.248296
24.715214,133,5157.862432
-16.035006,27,5162.86842
-70.055554,367,5201.905035
34.692116,143,5218.82063
-22.971877,55,5226.626019
-43.749468,245,5253.445839
-19.980542,95,5265.255488
-15.68701,88,5276.362664
28.938017,119,5290.571348
29.062098,141,5306.980542
24.897464,148,5324.093275
29.478022,186,5345.00678
-38.691154,165,5363.817736
-15.551683,217,5387.835697
23.933136,109,5401.043981
-21.218462,197,5423.057883
-25.313165,134,5438.767968
-37.137617,234,5464.48526
-44.48534,326,5499.405535
-32.823381,90,5510.711325
-18.008771,145,5527.522247
29.374041,132,5543.031504
-18.739958,12,5546.535246
-20.713326,168,5565.646314
23.335968,154,5583.357795
-22.66284,75,5593.163395
-22.410721,33,5598.766344
-21.890062,36,5604.670181
-68.566281,288,5635.791656
-18.687864,65,5644.598404
14.314401,221,5669.02067
13.806443,233,5694.646128
12.865006,429,5739.890919
-20.182961,21,5744.293137
-17.938202,13,5747.897978
-18.775817,23,5752.500359
-60.034873,413,5796.154074
-24.097884,68,5805.261091
-16.138906,9,5808.464819
-46.993386,182,5828.992559
-27.280114,187,5850.019165
-37.680168,500,5902.364903
-25.732952,187,5923.690017
-39.075276,176,5943.604402
-17.924866,68,5952.712472
29.347166,204,5975.432684
25.498038,185,5996.253941
3.74914,291,6027.690876
-52.636602,305,6060.531253
-105.752112,310,6093.863535
25.894508,171,6113.28677
-60.314745,500,6165.639922
22.341035,198,6187.754452
26.136541,178,6207.867253
-18.058748,16,6211.768956
-20.092605,37,6217.773307
15.019454,114,6231.484924
-49.475431,319,6265.703096
-7.942521,362,6304.226539
-18.074471,38,6310.330622
22.778004,104,6323.04035
20.880863,150,6340.349411
22.982975,126,6355.258898
22.750452,98,6367.367198
-31.180443,500,6419.699756
24.785122,100,6432.007148
2.468612,302,6464.828525
-18.004731,11,6468.229264
30.873716,115,6482.038311
-59.554337,500,6534.375895
-15.250921,262,6562.896001
25.292006,237,6588.913506
-35.915214,224,6613.628167
23.23842,128,6628.738904
29.081271,76,6638.645764
-16.50791,10,6641.949114
-16.161139,105,6654.760387
26.481094,125,6669.569625
-26.205352,194,6691.265144
30.781651,130,6706.586392
20.416862,126,6721.497139
-47.331775,268,6750.626256
30.331579,277,6780.653924
-19.797565,30,6785.957635
-16.876448,33,6791.561575
30.551271,105,6804.370321
26.169197,146,6821.282992
-16.180507,8,6824.385832
-12.283813,500,6876.718929
-24.359005,313,6910.320492
29.931267,125,6925.130843
-21.404187,33,6931.035254
29.104863,75,6940.843594
33.777687,191,6962.259047
-21.546605,280,6992.579845
-64.842059,500,7044.912706
24.062431,289,7076.13181
-41.333905,374,7115.859138
-17.737383,85,7126.667543
13.276055,276,7156.587003
-19.800245,97,7168.595029
29.442885,250,7195.912187
20.807938,120,7210.222504
-17.94073,9,7213.425215
34.757761,184,7234.438788
19.271111,210,7257.7546
30.148682,133,7273.365602
-34.053532,500,7325.679111
13.230723,445,7372.508565
-30.121729,219,7396.724751
17.122448,195,7418.539523
-42.267947,200,7441.154095
-18.648823,42,7447.659409
-40.610766,202,7470.176846
-23.232891,335,7505.998399
29.362867,153,7523.610356
23.682862,96,7535.518847
-45.071223,261,7563.938478
26.200926,161,7582.351139
27.868397,131,7597.762508
-16.279569,48,7604.86871
4.369444,309,7638.090363
-24.581597,58,7646.195937
-20.214379,37,7652.200583
22.028667,233,7677.816698
-16.408418,4,7680.518776
14.341051,327,7715.545495
-28.367586,210,7738.840281
-51.613814,375,7778.674822
-39.141041,343,7815.316711
-26.005685,276,7845.546979
31.282612,133,7861.157837
22.57289,140,7877.469995
30.803082,175,7897.282702
-17.249602,13,7900.886289
20.858286,242,7927.403942
22.057592,149,7944.617872
-24.10521,37,7950.621559
-26.331559,329,7985.84416
25.481456,182,8006.355446
-25.528709,99,8018.563248
-24.716457,500,8070.897487
-81.168786,487,8121.932091
21.828249,240,8148.249501
18.074094,147,8165.260166
31.506086,98,8177.368416
32.483067,133,8192.978214
22.2979,324,8227.702517
-20.298256,13,8231.305872
30.153828,73,8240.893893
3.110598,366,8279.818231
28.609899,76,8289.727128
9.965986,330,8325.049952
-24.437102,362,8363.574086
26.665219,309,8396.795582
24.567573,135,8412.585978
30.682705,61,8420.99415
32.08244,87,8432.014137
-6.46767,381,8472.472135
-29.998023,179,8492.699886
-76.22615,500,8545.074011
23.067518,125,8559.890601
-30.308757,141,8576.322561
28.132532,254,8604.041972
-21.201022,267,8633.058335
29.065789,33,8638.661854
32.597425,93,8650.268699
-17.275395,27,8655.272849
4.438309,312,8688.79466
-16.077017,7,8691.796691
9.85154,249,8719.013042
21.614321,138,8735.123703
30.885882,165,8753.93594
-20.998027,89,8765.142794
39.36028,178,8785.258818
-19.98183,202,8807.771428
-17.224305,11,8811.170994
-14.413287,102,8823.680259
27.040855,218,8847.793308
-17.975602,29,8852.996476
-18.976126,173,8872.609505
22.807441,208,8895.724562
-21.023917,32,8901.227659
29.732231,152,8918.739135
27.191904,51,8926.145131
-16.331151,4,8929.146677
-22.102912,75,8938.952968
-16.700355,5,8941.754115
31.832763,220,8966.073948
17.570634,346,9002.994136
28.783756,135,9018.802516
31.556699,129,9034.012988
-53.994834,500,9086.34599
19.824472,112,9099.853634
-21.912213,143,9116.464751
-41.341208,342,9152.989123
5.644769,238,9179.104718
-19.444099,26,9184.007984
30.594487,162,9202.51915
-22.835958,91,9213.926078
27.968816,174,9233.640286
-25.934832,500,9285.975228
30.956619,24,9290.676666
36.514972,269,9319.897393
-12.869381,132,9335.406604
-35.383186,288,9366.526883
30.381996,57,9374.530461
37.232019,120,9388.838992
-15.566265,470,9438.171155
29.983426,58,9446.275259
-49.533046,500,9498.607737
32.626225,216,9522.521339
-11.054128,266,9551.440746
38.40036,238,9577.561843
7.374993,206,9600.479504
27.373659,123,9615.096219
34.842071,247,9642.116517
26.861988,269,9671.334799
21.949568,103,9683.942653
31.00166,175,9703.756436
40.620483,131,9719.165577
33.024173,83,9729.77291
-44.507355,452,9777.300308
31.060559,103,9789.908139
7.572298,274,9819.628542
-16.198271,8,9822.729769
29.148144,48,9829.834226
-22.68345,38,9835.938072
33.863977,99,9848.146122
-17.195453,11,9851.548095
34.406325,100,9863.854682
-15.680585,89,9875.063207
37.344839,165,9893.878165
29.226216,90,9905.185195
-23.093398,169,9924.397513
34.617249,250,9951.718361
38.247061,309,9984.942806
-28.142626,133,10000.551068
-45.514334,500,10052.886138
21.554227,128,10067.99604
30.409427,66,10076.901236
33.088387,78,10087.008519
23.920608,140,10103.319224
-20.416181,354,10141.040072
-22.208336,27,10146.043155
32.423494,108,10159.151649
-64.141954,374,10198.880944
-41.302513,129,10214.089659
37.668598,291,10245.509692
-16.52944,14,10249.211974
-14.950139,242,10275.73112
23.410928,66,10284.636019
39.049068,177,10304.652041
31.225323,25,10309.754051
36.961704,165,10328.566974
37.446087,150,10345.877885
16.317528,192,10367.392607
28.49969,214,10391.105306
38.768602,166,10410.018435
22.256282,70,10419.324239
37.872777,148,10436.434711
-58.927968,500,10488.767024
-20.818645,25,10493.571066
25.209651,121,10507.980623
-16.728297,5,10510.781083
23.937031,210,10534.095891
-10.425063,221,10558.510696
29.393088,151,10575.92159
21.933109,105,10588.730174
-28.423979,66,10597.639981
17.373223,200,10619.949309
-82.325861,500,10672.283416
9.063287,228,10697.398357
2.270278,401,10739.825341
-3.573103,347,10776.846675
-22.395127,46,10783.751119
-16.552589,11,10787.154159
27.460449,207,10810.175613
-19.319877,11,10813.578667
37.653498,213,10837.20426
29.671341,164,10856.217304
-53.435595,375,10896.041927
9.075612,181,10916.454557
26.336488,73,10926.061805
35.416944,141,10942.472293
-7.808492,212,10965.986581
31.977932,69,10975.190681
-17.319808,24,10979.894982
28.54735,35,10985.697585
-17.142929,14,10989.400024
-15.59751,7,10992.402133
36.848116,197,11014.715713
30.440372,121,11029.126375
32.317931,143,11045.737059
29.404042,114,11059.444852
39.68253,199,11081.657876
25.423366,150,11098.969765
28.593475,123,11113.578832
35.395941,134,11129.288372
31.222212,121,11143.696593
-16.778545,25,11148.499245
28.200511,79,11158.706795
42.273241,156,11176.621361
37.216942,191,11198.034778
36.899345,156,11215.946177
27.637515,65,11224.751492
-24.596993,183,11245.363086
33.172427,47,11252.367621
29.806007,145,11269.178039
39.978883,184,11289.892627
34.44679,174,11309.607774
34.259775,110,11322.917225
26.204617,55,11330.722995
20.352669,209,11353.938075
-16.851404,427,11399.285226
31.512119,117,11413.302228
22.028454,160,11431.619653
31.859333,94,11443.320502
-15.649841,13,11446.924433
28.654062,57,11454.932632
-19.227659,13,11458.535587
36.714491,157,11476.565585
28.744595,97,11488.880697
39.407551,128,11503.994601
31.225372,80,11514.303457
-19.003334,22,11518.807259
29.893471,133,11534.4182
-26.394998,214,11558.135438
-17.268836,10,11561.438519
17.970293,300,11593.75999
28.423392,75,11603.56589
33.682703,81,11613.9739
-86.845503,500,11666.308311
22.282647,230,11691.62417
32.410047,56,11699.530401
-40.322179,352,11737.054616
-16.591772,25,11741.857551
2.719273,267,11770.860342
27.323806,71,11780.268345
26.058933,44,11786.973583
-9.535615,416,11831.203556
-19.997815,13,11834.807551
24.042634,103,11847.416231
28.557193,77,11857.424501
30.131926,87,11868.433919
-58.152008,342,11904.960286
-17.752912,22,11909.464813
30.706576,54,11917.168603
35.234746,58,11925.27366
23.81385,177,11945.288606
34.770996,146,11962.199771
-16.90081,11,11965.601348
30.389478,136,11981.511513
28.566278,54,11989.518771
23.011372,153,12007.130527
0.664285,268,12036.258539
31.243455,91,12047.666783
23.324762,173,12067.279068
33.575148,119,12081.487984
26.429753,80,12091.776752
34.458675,158,12109.888914
24.169565,52,12117.394495
24.751746,59,12125.600921
-22.1228,27,12130.606053
27.527409,213,12154.222253
-17.650913,10,12157.52568
-16.093897,82,12168.033185
37.923581,154,12185.744761
32.732361,241,12212.160832
-20.072674,36,12218.065224
30.070036,62,12226.571924
34.639746,214,12250.287729
29.439717,99,12262.495615
-15.914405,26,12267.399598
-19.151925,14,12271.103339
34.314784,76,12281.009344
-36.83018,306,12313.928875
-14.245813,217,12338.24604
-13.373353,224,12362.963116
32.187191,101,12375.350882
-21.311151,42,12381.856423
27.605811,60,12390.164212
21.353585,193,12411.77828
31.95335,79,12422.2857
22.718974,129,12437.495305
26.641826,116,12451.405723
-25.458742,252,12478.924714
-20.35697,31,12484.3297
26.98504,217,12508.34524
31.491822,99,12520.554285
-12.420662,198,12542.669493
-21.93871,52,12550.173686
25.122243,115,12563.967575
31.591388,72,12573.477
36.778815,88,12584.590658
39.492717,256,12612.53453
-23.807854,29,12618.038168
31.040983,204,12640.76972
31.214582,72,12650.280435
-47.752346,343,12686.934508
26.179077,158,12705.055532
-24.299742,185,12725.88576
35.333641,137,12741.910873
34.061885,128,12757.028773
30.565392,101,12769.44817
37.135651,247,12796.478181
33.634558,164,12815.203942
12.772494,116,12829.412377
26.030329,225,12854.228266
37.748307,113,12867.83955
14.389377,299,12900.355903
31.088523,84,12911.063683
-21.105239,168,12930.175272
33.578523,105,12942.982583
-17.579687,23,12947.585701
29.06022,110,12960.896009
-24.430381,40,12967.500479
40.045448,107,12980.507997
30.972019,87,12991.517144
31.865157,92,13003.025534
35.037103,65,13011.829333
26.191753,156,13029.740462
-16.682624,21,13034.143017
32.935031,54,13042.147709
-23.858149,55,13049.95282
-29.864251,123,13064.561633
-38.390698,478,13114.693502
-19.753273,28,13119.796664
-16.747731,12,13123.298473
35.685505,98,13135.407128
28.560838,77,13145.414951
33.212242,63,13154.318776
29.013709,61,13162.724376
32.390231,170,13182.040409
-16.665172,21,13186.442299
22.434588,106,13199.351004
36.122211,113,13212.960566
30.40723,66,13221.866523
27.915553,67,13230.871823
25.790969,104,13243.582259
25.292035,202,13266.097826
23.183509,96,13278.004865
21.492815,132,13293.515007
34.260728,137,13309.523771
14.633117,351,13347.248848
32.378101,49,13354.452382
30.825333,169,13373.664595
35.137256,98,13385.771717
33.504716,82,13396.277275
30.147001,253,13424.196153
-17.339262,33,13429.798828
-28.232335,133,13445.409702
-48.112035,500,13497.74177
-33.861842,302,13530.262389
38.433519,185,13551.076146
26.775855,259,13579.294463
31.478534,35,13585.097753
30.812569,108,13598.205498
6.708145,260,13626.522468
-20.665983,29,13631.727023
25.5794,76,13641.633593
-46.734566,500,13693.968099
25.579749,56,13701.872674
30.938864,124,13716.581631
17.699976,124,13731.29176
-26.545113,172,13750.803292
40.337088,140,13767.114456
7.688297,254,13794.832912
-6.586585,210,13818.146942
-26.538238,258,13846.264184
38.293321,150,13863.574385
-19.950544,35,13869.378239
28.509962,72,13879.185139
12.179706,313,13912.804655
-19.489859,15,13916.606776
26.793559,207,13939.623684
40.533801,199,13961.841264
29.730947,118,13975.957801
29.196467,153,13993.572998
-17.807666,26,13998.476272
30.957961,250,14025.801725
29.034296,86,14036.71148
-19.225661,23,14041.314465
31.135428,166,14060.232144
32.212249,117,14074.244588
27.276386,88,14085.352554
-21.150349,38,14091.456013
34.946989,128,14106.567881
-48.792604,182,14127.089113
-18.970751,24,14131.79389
31.241314,149,14149.004065
33.044331,94,14160.710751
33.741715,58,14168.816302
26.288682,105,14181.62508
-11.586763,185,14202.437308
-22.124717,93,14214.046379
15.371445,250,14241.364048
-19.799285,12,14244.865766
26.849691,70,14254.172441
-21.273884,19,14258.374754
-16.009717,11,14261.776459
27.42199,274,14291.498058
12.485859,199,14313.711774
33.542865,290,14345.031879
-11.038025,120,14359.342009
36.694039,127,14374.353112
12.711776,255,14402.172498
-23.409039,376,14442.098049
32.271055,64,14450.80435
33.804951,56,14458.707365
-17.18327,13,14462.610617
37.478199,196,14484.523173
30.993772,259,14512.739486
-57.296906,230,14538.055469
-23.525904,53,14545.660427
38.857923,139,14561.872567
-31.097415,218,14585.988439
30.026755,41,14592.391735
34.384978,116,14606.301575
-48.768517,289,14637.520348
-18.43187,21,14641.922201
30.357306,106,14654.836113
15.479958,200,14677.162987
22.210821,233,14702.788995
13.293687,293,14734.410433
31.293715,148,14751.523044
-17.028346,18,14755.625099
28.145669,53,14763.231024
31.101583,55,14771.034959
40.498002,181,14791.44566
-12.862998,177,14811.458692
38.079519,105,14824.268132
28.353721,71,14833.674714
34.767007,59,14841.879614
33.342614,77,14851.888595
-0.152399,337,14887.908477
35.841475,100,14900.215376
13.610368,274,14929.937778
26.041149,82,14940.444606
-18.070545,8,14943.846698
-21.075091,33,14949.451168
28.181979,188,14970.566694
28.036034,91,14981.974526
30.60931,50,14989.278225
38.210542,142,15005.787997
-55.532219,383,15046.413988
41.996297,175,15066.228396
-21.53505,32,15071.732337
-16.4513,11,15075.134998
-23.339284,27,15080.140683
32.901493,134,15095.84804
20.428982,207,15118.863707
38.856006,154,15136.573935
38.79658,218,15160.690665
36.716606,150,15178.001839
-17.899762,19,15182.204584
-19.607228,22,15186.706681
-21.188829,29,15191.910188
31.699373,76,15201.816753
20.288962,85,15212.625023
32.010095,119,15226.833755
30.097949,28,15231.936873
34.157978,157,15249.947991
32.63305,213,15273.563753
-19.517425,37,15279.567435
35.06757,191,15300.980521
31.883921,139,15317.190787
-16.791149,12,15320.693481
40.196862,153,15338.310152
35.147258,100,15350.929763
31.558347,74,15360.638799
37.723063,144,15377.355233
34.047735,101,15389.773932
36.535455,81,15400.166331
-17.556175,20,15404.470912
32.269995,99,15416.679579
38.020282,146,15433.590298
-19.002653,9,15436.792952
-17.579677,35,15442.898742
-9.600142,232,15468.41677
33.289967,156,15486.329037
-28.155462,94,15498.037662
31.026113,79,15508.24462
35.911383,71,15517.651179
28.820032,36,15523.556375
19.111458,191,15545.270473
28.525676,72,15554.775436
32.783484,171,15574.188344
30.607142,118,15588.29875
-55.34326,392,15630.12668
-17.058222,20,15634.430744
31.499396,131,15649.842659
40.486453,135,15665.653195
40.377583,122,15680.163705
32.506819,105,15692.973817
3.618036,296,15724.875587
-18.73732,160,15743.188666
39.039097,117,15757.199321
27.346342,63,15765.806985
-23.177448,140,15782.11775
28.264363,111,15795.527378
28.693308,53,15803.132779
26.870669,154,15820.846131
40.191557,105,15833.654669
31.600468,240,15859.972303
28.598003,68,15869.078992
35.696866,103,15881.686989
39.287353,183,15902.301326
-23.077035,42,15908.806779
35.459812,53,15916.412105
-11.883152,228,15941.828233
-20.946671,31,15947.232621
28.861597,45,15954.039367
35.576573,196,15975.955193
-22.613931,27,15980.958445
35.52943,141,15997.671958
37.463506,175,16017.466598
-16.99406,15,16021.271351
10.682388,259,16049.489289
32.150021,65,16058.295764
16.985771,260,16086.629656
-24.260114,143,16103.249516
34.170255,246,16130.179724
27.460018,43,16136.788118
33.227575,99,16149.004736
33.818604,121,16163.418775
-25.00663,33,16169.022732
24.189038,141,16185.743364
37.392987,177,16205.76404
6.529841,473,16255.410302
-20.648764,51,16262.815143
-20.847403,83,16273.425483
-15.670025,36,16279.329449
-17.988412,10,16282.630942
-19.891449,86,16293.538851
33.480938,152,16311.050916
37.572023,116,16324.96084
-56.969314,403,16367.587746
-19.895443,26,16372.491351
25.986775,170,16391.784919
32.265232,62,16400.291304
-14.903426,55,16408.097004
30.34799,48,16415.201432
-16.83156,299,16447.424911
37.1485,213,16471.039881
35.405876,187,16492.053997
12.545122,291,16523.775959
21.516328,284,16554.497788
28.759712,273,16584.117322
-17.154409,35,16589.92298
34.237329,81,16600.331581
33.067507,101,16612.741446
-19.979038,34,16618.446537
30.161198,41,16625.151766
37.083736,184,16645.865088
40.724795,182,16666.378404
36.21993,109,16679.587851
31.975221,130,16694.900017
33.578563,45,16701.702266
22.919687,158,16719.815873
23.272212,307,16752.837389
32.794912,155,16770.629973
39.599667,152,16788.141347
-17.692867,18,16792.24489
30.890944,126,16807.155524
35.68092,174,16826.869449
30.479055,167,16845.882755
-21.838074,44,16852.588508
34.0455,101,16864.995606
-20.639492,99,16877.204743
33.494396,164,16895.917805
38.415415,167,16914.930545
40.505017,186,16935.823486
35.037762,115,16949.641978
36.16261,108,16962.757966
