global_step,episode,episode_reward,episode_len,success,collision,mean_dist,final_dist
17942,184,-23.534033,38,0,1,9.227307,9.312137
17961,185,-20.217029,19,0,1,17.235443,17.420945
17971,186,-18.997452,10,0,1,7.572299,7.606601
18195,187,-52.627313,224,0,1,4.723572,6.361620
18241,188,-23.726678,46,0,1,4.195282,4.164998
18356,189,-40.444592,115,0,1,5.477582,7.179505
18456,190,-37.803123,100,0,1,6.536861,7.842284
18521,191,-22.956764,65,0,1,1.571365,1.266376
18539,192,-20.734335,18,0,1,3.389603,3.688829
18600,193,-30.706883,61,0,1,6.669704,7.840787
18629,194,-25.394231,29,0,1,7.193430,7.665194
18684,195,-28.350418,55,0,1,9.246553,10.013794
18788,196,-26.247879,104,0,1,5.319758,4.138463
18841,197,-28.831947,53,0,1,13.245619,13.987483
18927,198,-38.728660,86,0,1,5.544465,7.017413
18971,199,-18.894978,44,0,1,4.534974,3.838620
18982,200,-17.823358,11,0,1,2.593167,2.634461
18992,201,-17.140207,10,0,1,8.527757,8.332636
18999,202,-17.752531,7,0,1,3.717547,3.733508
19022,203,-18.414942,23,0,1,3.704139,3.599288
19042,204,-19.754267,20,0,1,15.224640,15.158454
19234,205,-47.097460,192,0,1,9.218017,10.962923
19413,206,-47.652935,179,0,1,4.678088,5.518015
19530,207,-41.966224,117,0,1,3.461881,5.565279
19631,208,-41.070084,101,0,1,5.560358,7.489744
19685,209,-29.775861,54,0,1,6.253736,6.794812
19827,210,-31.818310,142,0,1,6.860826,5.481887
19866,211,-20.144864,39,0,1,15.970331,15.650702
19896,212,-19.827248,30,0,1,14.392450,14.358831
19965,213,-24.382800,69,0,1,2.152395,1.837005
20021,214,-28.538820,56,0,1,6.675638,7.723024
20040,215,-19.120986,19,0,1,6.682749,6.974043
20082,216,-18.231301,42,0,1,3.804021,3.144573
20145,217,-29.888679,63,0,1,2.835781,4.103491
20180,218,-24.535065,35,0,1,3.013875,3.328904
20226,219,-26.707022,46,0,1,5.015315,5.658809
20253,220,-21.675826,27,0,1,13.635816,13.795369
20544,221,-52.357534,291,0,1,8.048846,6.485316
20574,222,-19.154732,30,0,1,7.728412,7.224859
20587,223,-18.691790,13,0,1,3.313944,3.517688
20606,224,-19.318507,19,0,1,10.017561,10.126731
20644,225,-20.820238,38,0,1,13.565375,13.413062
20716,226,-27.892019,72,0,1,10.726912,10.588874
20743,227,-17.885205,27,0,1,6.285419,5.963710
20800,228,-23.296595,57,0,1,7.562756,7.115528
20923,229,-44.401261,123,0,1,8.334758,10.383614
20991,230,-29.078011,68,0,1,6.623320,7.344169
21032,231,-18.932728,41,0,1,5.824935,5.128993
21305,232,-63.075533,273,0,1,6.938419,7.206111
21371,233,-20.941708,66,0,1,3.528596,2.780177
21418,234,-22.136225,47,0,1,11.964414,11.884651
21475,235,-19.938522,57,0,1,3.335958,2.573254
21501,236,-23.775997,26,0,1,5.956962,6.072360
21595,237,-22.273007,94,0,1,4.820028,3.541578
21618,238,-21.059899,23,0,1,7.890242,8.151941
22118,239,-75.728988,500,0,0,4.513837,6.287024
22133,240,-20.007736,15,0,1,13.195325,13.248378
22175,241,-25.343848,42,0,1,4.251831,4.556725
22189,242,-16.639935,14,0,1,5.779207,5.459450
22202,243,-18.589053,13,0,1,11.390693,11.505356
22227,244,-21.341045,25,0,1,16.540726,16.693468
22426,245,-47.762508,199,0,1,10.071118,10.861769
22662,246,-58.199708,236,0,1,6.569696,6.437700
22919,247,-60.196429,257,0,1,9.169619,9.328955
22967,248,-19.523848,48,0,1,11.677486,10.846768
23024,249,-28.214450,57,0,1,6.611022,7.417261
23039,250,-19.377693,15,0,1,9.748241,9.894539
23067,251,-23.116225,28,0,1,7.328284,7.332765
23343,252,-60.849721,276,0,1,7.786062,6.780710
23843,253,-72.568123,500,0,0,12.654742,10.491652
24245,254,-92.903813,402,0,1,12.591372,16.430476
24641,255,-70.484241,396,0,1,3.641824,4.737499
24958,256,-56.242438,317,0,1,2.521923,1.742785
25104,257,-24.020658,146,0,1,2.203285,0.836672
25150,258,-19.890992,46,0,1,3.917083,3.082594
25333,259,14.997487,183,1,0,2.881131,0.473036
25355,260,-20.408413,22,0,1,16.452477,16.531530
25855,261,-63.831216,500,0,0,5.753876,1.938934
26068,262,-23.954564,213,0,1,6.543101,1.538379
26553,263,-30.642835,485,1,0,3.684694,0.478091
26964,264,-68.514036,411,0,1,5.940597,8.660755
27318,265,2.066377,354,1,0,4.740026,0.482686
27418,266,-31.254891,100,0,1,5.138080,5.092546
27460,267,-28.712941,42,0,1,3.620819,3.616395
27865,268,-1.723319,405,1,0,4.738864,0.480260
28081,269,-44.253678,216,0,1,2.422323,1.542489
28319,270,6.554156,238,1,0,4.237444,0.480790
28819,271,-73.910037,500,0,0,4.250401,8.262047
29319,272,-65.787960,500,0,0,5.288008,8.013014
29459,273,21.392032,140,1,0,3.283204,0.455424
29563,274,-30.809043,104,0,1,7.085343,6.913319
29664,275,-30.876241,101,0,1,11.905693,11.917116
30164,276,-64.235273,500,0,0,7.589368,4.210147
30183,277,-16.820406,19,0,1,15.589780,15.243671
30299,278,-29.667747,116,0,1,4.154181,3.689173
30376,279,28.702914,77,1,0,2.227988,0.490477
30876,280,-70.088002,500,0,0,3.294946,6.744550
30962,281,-24.848863,86,0,1,6.022316,5.178121
31129,282,-34.545516,167,0,1,6.621695,4.537030
31205,283,30.805074,76,1,0,2.479640,0.493514
31278,284,-29.257350,73,0,1,4.636712,4.513971
31608,285,3.234233,330,1,0,6.087499,0.463736
32108,286,-49.578850,500,0,0,5.226756,1.634097
32156,287,-25.566516,48,0,1,13.707064,13.373378
32342,288,18.796469,186,1,0,3.366105,0.495811
32468,289,23.916796,126,1,0,2.395078,0.487737
32587,290,18.450235,119,1,0,1.320273,0.488102
33028,291,-24.338274,441,1,0,1.605681,0.492300
33072,292,-19.915446,44,0,1,5.321115,4.608828
33259,293,20.637169,187,1,0,3.276511,0.493466
33410,294,19.096004,151,1,0,3.422997,0.466536
33654,295,-39.802454,244,0,1,10.929600,7.934629
33689,296,-18.371123,35,0,1,4.706247,4.304470
34100,297,-5.867435,411,1,0,4.659538,0.494045
34141,298,-19.545765,41,0,1,3.823125,3.042456
34220,299,-28.311125,79,0,1,5.798997,5.874659
34232,300,-16.550514,12,0,1,5.695169,5.498870
34614,301,-69.036224,382,0,1,2.063497,1.400265
34809,302,28.669847,195,1,0,5.271605,0.484792
35025,303,27.602385,216,1,0,5.506819,0.495520
35525,304,-66.185614,500,0,0,2.327882,3.885090
35604,305,21.638246,79,1,0,1.272634,0.472032
35791,306,25.134277,187,1,0,3.806688,0.488999
35870,307,-24.233427,79,0,1,3.495784,2.763726
36140,308,-2.699078,270,1,0,1.368247,0.483684
36285,309,-21.755207,145,0,1,10.196936,8.026497
36529,310,14.680657,244,1,0,3.173334,0.492065
36867,311,19.393181,338,1,0,6.631199,0.479965
36924,312,-16.936297,57,0,1,3.962823,2.852772
37055,313,-26.916797,131,0,1,11.775835,10.184461
37220,314,19.666381,165,1,0,4.247851,0.465273
37493,315,-65.699281,273,0,1,8.158482,8.219295
37838,316,-52.184308,345,0,1,3.404115,3.078507
37876,317,-20.077948,38,0,1,5.736125,5.239230
37967,318,-32.548857,91,0,1,8.573527,8.496733
38222,319,-45.480742,255,0,1,2.796174,1.899840
38346,320,17.319768,124,1,0,2.179256,0.485018
38445,321,30.885567,99,1,0,3.108174,0.489492
38945,322,-75.174541,500,0,0,3.615424,3.373832
38995,323,-18.764907,50,0,1,7.586442,7.007784
39495,324,-71.674317,500,0,0,7.280077,7.237152
39643,325,16.918579,148,1,0,3.109331,0.498420
39674,326,-23.456314,31,0,1,2.374050,2.311970
39750,327,-26.106351,76,0,1,6.056968,5.593345
39800,328,26.517320,50,1,0,1.590661,0.481960
39859,329,-17.048957,59,0,1,3.955353,2.786807
40359,330,-44.429701,500,0,0,9.671731,9.681900
40509,331,-24.321089,150,0,1,6.344533,2.883037
40569,332,26.753102,60,1,0,1.492493,0.489895
40969,333,-37.663104,400,0,1,7.336714,1.831659
41271,334,5.524186,302,1,0,2.340183,0.481684
41375,335,-25.489982,104,0,1,4.329397,3.027000
41875,336,-46.457442,500,0,0,5.845456,0.830150
42375,337,-38.862657,500,0,0,14.571235,11.379220
42538,338,-21.475628,163,0,1,8.233412,5.715787
42704,339,25.273218,166,1,0,3.828848,0.480155
42848,340,-13.892543,144,0,1,7.891884,3.800316
43045,341,-47.338843,197,0,1,11.775072,11.680048
43391,342,-40.040686,346,0,1,8.399659,7.027958
43616,343,-20.525734,225,0,1,5.746619,1.151462
43660,344,-25.222022,44,0,1,14.374556,14.245201
44160,345,-63.465981,500,0,0,2.937028,0.935153
44384,346,-28.265994,224,0,1,4.548630,1.027942
44492,347,29.254034,108,1,0,2.465693,0.485958
44890,348,-47.644533,398,0,1,4.251915,3.427059
45076,349,-40.516533,186,0,1,2.155262,1.675014
45137,350,-25.073658,61,0,1,10.419319,10.157499
45212,351,28.084960,75,1,0,1.595735,0.499482
45445,352,-28.317769,233,0,1,4.851609,1.656021
45491,353,-21.878043,46,0,1,8.977741,9.156641
45520,354,-21.606413,29,0,1,2.879668,2.740534
45746,355,20.407660,226,1,0,3.150570,0.498635
46107,356,-50.186599,361,0,1,7.170668,7.003362
46252,357,28.661410,145,1,0,3.413899,0.477753
46315,358,-25.179688,63,0,1,8.542990,8.034142
46651,359,-34.274319,336,0,1,7.224901,2.439497
46682,360,-17.032630,31,0,1,3.321999,2.668875
46898,361,33.846544,216,1,0,5.921019,0.492801
46980,362,25.242251,82,1,0,1.372047,0.499045
47079,363,26.681561,99,1,0,2.393547,0.481085
47310,364,19.195032,231,1,0,4.502973,0.494975
47542,365,-36.285193,232,0,1,7.879837,5.892568
47742,366,34.080921,200,1,0,4.593297,0.487205
47953,367,28.522424,211,1,0,3.933913,0.498420
48147,368,31.888059,194,1,0,5.231458,0.474412
48277,369,-35.441378,130,0,1,11.054663,11.238126
48777,370,-141.282299,500,0,0,17.332592,17.330407
48896,371,25.966671,119,1,0,2.743783,0.472771
49224,372,-24.066780,328,0,1,6.252980,0.863804
49322,373,24.096087,98,1,0,1.587258,0.492939
49413,374,-16.947806,91,0,1,9.088078,7.138019
49442,375,-24.389932,29,0,1,5.791661,5.669961
49691,376,24.302887,249,1,0,4.944025,0.453535
50006,377,24.884588,315,1,0,5.757839,0.491724
50178,378,-14.416571,172,0,1,7.297961,2.768582
50388,379,12.951660,210,1,0,4.176293,0.471503
50605,380,20.892404,217,1,0,2.623353,0.469246
50627,381,-19.734898,22,0,1,9.952216,9.698495
50727,382,30.869245,100,1,0,2.537272,0.492531
50866,383,20.175474,139,1,0,3.153353,0.474163
50877,384,-18.468305,11,0,1,16.486067,16.607599
50986,385,27.114656,109,1,0,2.731024,0.464016
51125,386,25.142480,139,1,0,2.956728,0.487153
51411,387,-18.527836,286,0,1,6.883113,1.118158
51636,388,19.839134,225,1,0,3.555517,0.487228
51914,389,9.504864,278,1,0,4.821322,0.491776
52092,390,23.196711,178,1,0,3.853700,0.479343
52308,391,-33.468310,216,0,1,5.141408,3.243090
52401,392,29.598232,93,1,0,2.607671,0.471680
52521,393,26.279014,120,1,0,3.026450,0.484490
52717,394,23.747100,196,1,0,5.223164,0.442068
52848,395,31.226470,131,1,0,3.534415,0.472115
52902,396,-27.817535,54,0,1,13.672980,13.550280
53065,397,-24.346122,163,0,1,4.707122,2.710199
53305,398,25.854326,240,1,0,5.219429,0.477224
53444,399,24.020863,139,1,0,2.812577,0.499777
53525,400,-26.316604,81,0,1,1.879809,1.398910
53947,401,-56.752152,422,0,1,2.552116,1.266232
53961,402,-18.350634,14,0,1,13.848937,13.874797
54183,403,24.773855,222,1,0,5.495268,0.494491
54201,404,-17.480047,18,0,1,14.803981,14.470312
54440,405,-71.493061,239,0,1,7.181295,7.266394
54598,406,36.464310,158,1,0,5.350132,0.480116
54668,407,-22.959638,70,0,1,2.945441,2.173773
54888,408,-23.111820,220,0,1,5.721506,2.721951
55388,409,-32.862865,500,0,0,3.140448,2.687306
55469,410,28.775046,81,1,0,2.396767,0.493649
55540,411,-22.471070,71,0,1,8.257131,7.250793
55622,412,27.514202,82,1,0,2.559890,0.438594
55750,413,-11.423800,128,0,1,10.421946,6.398719
55774,414,-22.459724,24,0,1,10.169210,9.882208
55918,415,33.442086,144,1,0,4.333393,0.497335
56274,416,23.674206,356,1,0,7.060545,0.498551
56387,417,23.259958,113,1,0,3.138914,0.495674
56849,418,-143.846295,462,0,1,3.999332,3.986961
57004,419,28.897108,155,1,0,4.191285,0.479771
57113,420,-20.239468,109,0,1,4.421407,2.909775
57211,421,35.381450,98,1,0,3.734253,0.499164
57390,422,38.148923,179,1,0,5.357327,0.496305
57527,423,-11.377337,137,0,1,9.118061,5.676217
57780,424,26.531864,253,1,0,5.389948,0.472647
57865,425,31.952707,85,1,0,2.431748,0.491016
57941,426,-23.277747,76,0,1,2.457471,1.555230
57979,427,-20.520621,38,0,1,7.015462,6.043980
58058,428,24.885409,79,1,0,1.200409,0.470228
58200,429,34.210426,142,1,0,4.504250,0.496446
58276,430,24.640970,76,1,0,1.761939,0.475337
58541,431,-47.165253,265,0,1,3.109600,2.367255
58737,432,35.243844,196,1,0,5.078466,0.499661
58867,433,24.157325,130,1,0,2.792742,0.474656
58900,434,-18.554641,33,0,1,5.789528,4.825232
59024,435,33.667192,124,1,0,3.903269,0.469998
59081,436,32.274230,57,1,0,2.437052,0.472298
59108,437,-22.283354,27,0,1,12.317167,11.970159
59188,438,23.299017,80,1,0,1.830323,0.498439
59447,439,15.433108,259,1,0,3.069521,0.499850
59469,440,-18.200015,22,0,1,11.017961,10.657218
59839,441,-36.668184,370,0,1,5.174596,1.299122
59923,442,35.811156,84,1,0,3.405623,0.453416
60043,443,30.107328,120,1,0,3.307304,0.489795
60095,444,-17.251723,52,0,1,8.296704,7.217209
60243,445,-25.561136,148,0,1,3.173713,1.028886
60430,446,32.234306,187,1,0,4.695604,0.480652
60600,447,13.905323,170,1,0,2.179194,0.489891
60764,448,31.986634,164,1,0,4.158295,0.479923
60892,449,29.341117,128,1,0,2.255968,0.486095
61055,450,22.405486,163,1,0,4.219483,0.490466
61105,451,-22.974099,50,0,1,3.675573,3.512682
61219,452,32.233831,114,1,0,4.252437,0.479845
61348,453,-21.395643,129,0,1,3.933861,1.230318
61399,454,-23.511197,51,0,1,7.257864,6.908595
61414,455,-18.206565,15,0,1,15.765579,15.774895
61585,456,-61.251275,171,0,1,10.508827,10.513841
61651,457,28.691630,66,1,0,2.531475,0.494532
61746,458,29.354246,95,1,0,2.735854,0.454829
61785,459,30.253198,39,1,0,1.796663,0.454462
61865,460,28.984116,80,1,0,2.763282,0.494641
61997,461,29.958605,132,1,0,3.349688,0.473496
62134,462,24.583320,137,1,0,3.290791,0.477683
62327,463,38.088404,193,1,0,6.509089,0.468902
62492,464,-34.186637,165,0,1,2.684342,2.172305
62616,465,-16.407822,124,0,1,5.237535,2.635712
62804,466,31.833659,188,1,0,4.775649,0.481071
62985,467,33.004432,181,1,0,5.406759,0.460277
63125,468,34.624175,140,1,0,4.805498,0.480754
63154,469,-18.905514,29,0,1,3.175540,2.948565
63191,470,32.891553,37,1,0,1.802812,0.482242
63200,471,-18.566252,9,0,1,8.202010,8.366821
63223,472,-17.416565,23,0,1,12.074010,11.634250
63343,473,33.652493,120,1,0,4.717186,0.461037
63368,474,31.321593,25,1,0,1.259853,0.431852
63558,475,-19.640318,190,0,1,3.960652,1.151510
63835,476,-51.701481,277,0,1,4.999362,4.524761
63901,477,-20.878128,66,0,1,7.490067,6.876607
64171,478,20.240435,270,1,0,5.178607,0.484746
64342,479,34.419039,171,1,0,4.994689,0.475768
64652,480,23.254958,310,1,0,6.840621,0.480821
64897,481,38.807955,245,1,0,7.596053,0.495107
65094,482,25.915862,197,1,0,5.600070,0.499676
65335,483,31.793499,241,1,0,5.549245,0.490408
65542,484,-23.358271,207,0,1,5.930105,2.182337
65668,485,27.552805,126,1,0,2.770868,0.499848
65815,486,35.703499,147,1,0,4.356468,0.493291
65993,487,27.636791,178,1,0,3.114342,0.496556
66116,488,29.889629,123,1,0,3.212173,0.462742
66165,489,-18.982060,49,0,1,7.520477,6.113266
66318,490,-22.317091,153,0,1,4.348644,2.186316
66818,491,-90.024470,500,0,0,3.350263,3.202487
66870,492,-19.942020,52,0,1,6.126849,5.988654
66960,493,-24.571584,90,0,1,2.113128,1.127973
67061,494,31.283994,101,1,0,2.777951,0.479217
67073,495,-19.082647,12,0,1,9.474719,9.491007
67146,496,32.455759,73,1,0,2.618708,0.482612
67464,497,27.377989,318,1,0,6.464848,0.482160
67608,498,37.316061,144,1,0,5.381557,0.497417
67797,499,28.983644,189,1,0,4.412694,0.485790
68116,500,24.483597,319,1,0,7.592649,0.468168
68267,501,36.424504,151,1,0,5.547647,0.465633
68403,502,-26.760433,136,0,1,4.005189,2.303890
68632,503,26.894360,229,1,0,4.710188,0.489047
68707,504,-12.128146,75,0,1,5.128739,2.957955
68793,505,25.919044,86,1,0,1.699942,0.497884
69150,506,-50.176341,357,0,1,3.152195,2.291452
69161,507,-17.712525,11,0,1,7.668197,7.662952
69264,508,27.842196,103,1,0,3.207903,0.472875
69557,509,-23.826667,293,0,1,6.656682,1.172538
69715,510,36.969265,158,1,0,5.414683,0.486017
69773,511,32.616936,58,1,0,2.547320,0.472272
70062,512,26.357768,289,1,0,5.474963,0.485249
70236,513,38.569158,174,1,0,6.223717,0.468579
70243,514,-17.459453,7,0,1,9.695990,9.745794
70743,515,-33.933207,500,0,0,2.602814,2.621056
70913,516,15.803407,170,1,0,2.993787,0.497749
70933,517,-17.850846,20,0,1,4.288760,3.924962
71199,518,-24.022934,266,0,1,6.200592,1.221396
71316,519,32.307516,117,1,0,3.292813,0.465294
71391,520,29.733581,75,1,0,2.352600,0.460496
71435,521,-24.551530,44,0,1,10.799494,10.630650
